Line No,File Path,Error No,Error Message,Misra Level,MISRA Rule No
2479,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_DMA_CH_RX_INTERRUPT_WATCHDOG_TIMER' with symbol 'Ifx_GETH_DMA_CH_RX_INTERRUPT_WATCHDOG_TIMER_Bits' at line 257)""",MM-PWT 2,MISRA R 5.1
2487,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_DMA_CH_SLOT_FUNCTION_CONTROL_STATUS' with symbol 'Ifx_GETH_DMA_CH_SLOT_FUNCTION_CONTROL_STATUS_Bits' at line 268)""",MM-PWT 2,MISRA R 5.1
2503,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_DMA_CH_TXDESC_LIST_ADDRESS' with symbol 'Ifx_GETH_DMA_CH_TXDESC_LIST_ADDRESS_Bits' at line 297)""",MM-PWT 2,MISRA R 5.1
2511,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_DMA_CH_TXDESC_RING_LENGTH' with symbol 'Ifx_GETH_DMA_CH_TXDESC_RING_LENGTH_Bits' at line 304)""",MM-PWT 2,MISRA R 5.1
2519,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_DMA_CH_TXDESC_TAIL_POINTER' with symbol 'Ifx_GETH_DMA_CH_TXDESC_TAIL_POINTER_Bits' at line 311)""",MM-PWT 2,MISRA R 5.1
2751,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_LPI_CONTROL_STATUS' with symbol 'Ifx_GETH_MAC_LPI_CONTROL_STATUS_Bits' at line 711)""",MM-PWT 2,MISRA R 5.1
2767,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_LPI_TIMERS_CONTROL' with symbol 'Ifx_GETH_MAC_LPI_TIMERS_CONTROL_Bits' at line 727)""",MM-PWT 2,MISRA R 5.1
2799,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_PHYIF_CONTROL_STATUS' with symbol 'Ifx_GETH_MAC_PHYIF_CONTROL_STATUS_Bits' at line 789)""",MM-PWT 2,MISRA R 5.1
2807,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_PMT_CONTROL_STATUS' with symbol 'Ifx_GETH_MAC_PMT_CONTROL_STATUS_Bits' at line 807)""",MM-PWT 2,MISRA R 5.1
2823,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_PPS0_TARGET_TIME_NANOSECONDS' with symbol 'Ifx_GETH_MAC_PPS0_TARGET_TIME_NANOSECONDS_Bits' at line 820)""",MM-PWT 2,MISRA R 5.1
2831,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_PPS0_TARGET_TIME_SECONDS' with symbol 'Ifx_GETH_MAC_PPS0_TARGET_TIME_SECONDS_Bits' at line 826)""",MM-PWT 2,MISRA R 5.1
2919,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SUB_SECOND_INCREMENT' with symbol 'Ifx_GETH_MAC_SUB_SECOND_INCREMENT_Bits' at line 957)""",MM-PWT 2,MISRA R 5.1
2927,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SYSTEM_TIME_HIGHER_WORD_SECONDS' with symbol 'Ifx_GETH_MAC_SYSTEM_TIME_HIGHER_WORD_SECONDS_Bits' at line 964)""",MM-PWT 2,MISRA R 5.1
2935,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SYSTEM_TIME_NANOSECONDS' with symbol 'Ifx_GETH_MAC_SYSTEM_TIME_NANOSECONDS_Bits' at line 971)""",MM-PWT 2,MISRA R 5.1
2943,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SYSTEM_TIME_NANOSECONDS_UPDATE' with symbol 'Ifx_GETH_MAC_SYSTEM_TIME_NANOSECONDS_UPDATE_Bits' at line 978)""",MM-PWT 2,MISRA R 5.1
2951,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SYSTEM_TIME_SECONDS' with symbol 'Ifx_GETH_MAC_SYSTEM_TIME_SECONDS_Bits' at line 984)""",MM-PWT 2,MISRA R 5.1
2959,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_SYSTEM_TIME_SECONDS_UPDATE' with symbol 'Ifx_GETH_MAC_SYSTEM_TIME_SECONDS_UPDATE_Bits' at line 990)""",MM-PWT 2,MISRA R 5.1
2983,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_ASYM_CORR' with symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_ASYM_CORR_Bits' at line 1031)""",MM-PWT 2,MISRA R 5.1
2991,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_CORR_NANOSECOND' with symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_CORR_NANOSECOND_Bits' at line 1037)""",MM-PWT 2,MISRA R 5.1
2999,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_CORR_SUBNANOSEC' with symbol 'Ifx_GETH_MAC_TIMESTAMP_EGRESS_CORR_SUBNANOSEC_Bits' at line 1045)""",MM-PWT 2,MISRA R 5.1
3007,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_ASYM_CORR' with symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_ASYM_CORR_Bits' at line 1051)""",MM-PWT 2,MISRA R 5.1
3015,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_CORR_NANOSECOND' with symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_CORR_NANOSECOND_Bits' at line 1057)""",MM-PWT 2,MISRA R 5.1
3023,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_CORR_SUBNANOSEC' with symbol 'Ifx_GETH_MAC_TIMESTAMP_INGRESS_CORR_SUBNANOSEC_Bits' at line 1065)""",MM-PWT 2,MISRA R 5.1
3039,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TX_TIMESTAMP_STATUS_NANOSECONDS' with symbol 'Ifx_GETH_MAC_TX_TIMESTAMP_STATUS_NANOSECONDS_Bits' at line 1093)""",MM-PWT 2,MISRA R 5.1
3047,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MAC_TX_TIMESTAMP_STATUS_SECONDS' with symbol 'Ifx_GETH_MAC_TX_TIMESTAMP_STATUS_SECONDS_Bits' at line 1099)""",MM-PWT 2,MISRA R 5.1
3135,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MMC_IPC_RX_INTERRUPT_MASK' with symbol 'Ifx_GETH_MMC_IPC_RX_INTERRUPT_MASK_Bits' at line 1283)""",MM-PWT 2,MISRA R 5.1
3191,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_Q0_INTERRUPT_CONTROL_STATUS' with symbol 'Ifx_GETH_MTL_Q0_INTERRUPT_CONTROL_STATUS_Bits' at line 1461)""",MM-PWT 2,MISRA R 5.1
3199,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_Q_INTERRUPT_CONTROL_STATUS' with symbol 'Ifx_GETH_MTL_Q_INTERRUPT_CONTROL_STATUS_Bits' at line 1476)""",MM-PWT 2,MISRA R 5.1
3223,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_RXQ0_MISSED_PACKET_OVERFLOW_CNT' with symbol 'Ifx_GETH_MTL_RXQ0_MISSED_PACKET_OVERFLOW_CNT_Bits' at line 1507)""",MM-PWT 2,MISRA R 5.1
3231,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_RXQ0_OPERATION_MODE' with symbol 'Ifx_GETH_MTL_RXQ0_OPERATION_MODE_Bits' at line 1525)""",MM-PWT 2,MISRA R 5.1
3263,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_RXQ_MISSED_PACKET_OVERFLOW_CNT' with symbol 'Ifx_GETH_MTL_RXQ_MISSED_PACKET_OVERFLOW_CNT_Bits' at line 1577)""",MM-PWT 2,MISRA R 5.1
3271,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_RXQ_OPERATION_MODE' with symbol 'Ifx_GETH_MTL_RXQ_OPERATION_MODE_Bits' at line 1595)""",MM-PWT 2,MISRA R 5.1
3295,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_TXQ0_OPERATION_MODE' with symbol 'Ifx_GETH_MTL_TXQ0_OPERATION_MODE_Bits' at line 1629)""",MM-PWT 2,MISRA R 5.1
3303,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_TXQ0_QUANTUM_WEIGHT' with symbol 'Ifx_GETH_MTL_TXQ0_QUANTUM_WEIGHT_Bits' at line 1636)""",MM-PWT 2,MISRA R 5.1
3359,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_TXQ_OPERATION_MODE' with symbol 'Ifx_GETH_MTL_TXQ_OPERATION_MODE_Bits' at line 1702)""",MM-PWT 2,MISRA R 5.1
3367,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_TXQ_QUANTUM_WEIGHT' with symbol 'Ifx_GETH_MTL_TXQ_QUANTUM_WEIGHT_Bits' at line 1709)""",MM-PWT 2,MISRA R 5.1
3375,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_MTL_TXQ_SENDSLOPECREDIT' with symbol 'Ifx_GETH_MTL_TXQ_SENDSLOPECREDIT_Bits' at line 1716)""",MM-PWT 2,MISRA R 5.1
3455,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_FRAGMENTED_OCTETS' with symbol 'Ifx_GETH_RXIPV4_FRAGMENTED_OCTETS_Bits' at line 1791)""",MM-PWT 2,MISRA R 5.1
3463,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_FRAGMENTED_PACKETS' with symbol 'Ifx_GETH_RXIPV4_FRAGMENTED_PACKETS_Bits' at line 1798)""",MM-PWT 2,MISRA R 5.1
3487,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_HEADER_ERROR_OCTETS' with symbol 'Ifx_GETH_RXIPV4_HEADER_ERROR_OCTETS_Bits' at line 1817)""",MM-PWT 2,MISRA R 5.1
3495,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_HEADER_ERROR_PACKETS' with symbol 'Ifx_GETH_RXIPV4_HEADER_ERROR_PACKETS_Bits' at line 1824)""",MM-PWT 2,MISRA R 5.1
3503,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_NO_PAYLOAD_OCTETS' with symbol 'Ifx_GETH_RXIPV4_NO_PAYLOAD_OCTETS_Bits' at line 1830)""",MM-PWT 2,MISRA R 5.1
3511,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_NO_PAYLOAD_PACKETS' with symbol 'Ifx_GETH_RXIPV4_NO_PAYLOAD_PACKETS_Bits' at line 1837)""",MM-PWT 2,MISRA R 5.1
3519,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_UDP_CHECKSUM_DISABLED_PACKETS' with symbol 'Ifx_GETH_RXIPV4_UDP_CHECKSUM_DISABLED_PACKETS_Bits' at line 1844)""",MM-PWT 2,MISRA R 5.1
3527,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV4_UDP_CHECKSUM_DISABLE_OCTETS' with symbol 'Ifx_GETH_RXIPV4_UDP_CHECKSUM_DISABLE_OCTETS_Bits' at line 1850)""",MM-PWT 2,MISRA R 5.1
3551,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV6_HEADER_ERROR_OCTETS' with symbol 'Ifx_GETH_RXIPV6_HEADER_ERROR_OCTETS_Bits' at line 1869)""",MM-PWT 2,MISRA R 5.1
3559,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV6_HEADER_ERROR_PACKETS' with symbol 'Ifx_GETH_RXIPV6_HEADER_ERROR_PACKETS_Bits' at line 1876)""",MM-PWT 2,MISRA R 5.1
3567,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV6_NO_PAYLOAD_OCTETS' with symbol 'Ifx_GETH_RXIPV6_NO_PAYLOAD_OCTETS_Bits' at line 1882)""",MM-PWT 2,MISRA R 5.1
3575,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RXIPV6_NO_PAYLOAD_PACKETS' with symbol 'Ifx_GETH_RXIPV6_NO_PAYLOAD_PACKETS_Bits' at line 1889)""",MM-PWT 2,MISRA R 5.1
3647,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_1024TOMAXOCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_1024TOMAXOCTETS_PACKETS_GOOD_BAD_Bits' at line 1948)""",MM-PWT 2,MISRA R 5.1
3655,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_128TO255OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_128TO255OCTETS_PACKETS_GOOD_BAD_Bits' at line 1955)""",MM-PWT 2,MISRA R 5.1
3663,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_256TO511OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_256TO511OCTETS_PACKETS_GOOD_BAD_Bits' at line 1962)""",MM-PWT 2,MISRA R 5.1
3671,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_512TO1023OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_512TO1023OCTETS_PACKETS_GOOD_BAD_Bits' at line 1969)""",MM-PWT 2,MISRA R 5.1
3679,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_64OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_64OCTETS_PACKETS_GOOD_BAD_Bits' at line 1976)""",MM-PWT 2,MISRA R 5.1
3687,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_65TO127OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_65TO127OCTETS_PACKETS_GOOD_BAD_Bits' at line 1983)""",MM-PWT 2,MISRA R 5.1
3695,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_ALIGNMENT_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_ALIGNMENT_ERROR_PACKETS_Bits' at line 1990)""",MM-PWT 2,MISRA R 5.1
3703,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_BROADCAST_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_BROADCAST_PACKETS_GOOD_Bits' at line 1997)""",MM-PWT 2,MISRA R 5.1
3711,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_CONTROL_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_CONTROL_PACKETS_GOOD_Bits' at line 2004)""",MM-PWT 2,MISRA R 5.1
3727,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_FIFO_OVERFLOW_PACKETS' with symbol 'Ifx_GETH_RX_FIFO_OVERFLOW_PACKETS_Bits' at line 2018)""",MM-PWT 2,MISRA R 5.1
3735,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_JABBER_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_JABBER_ERROR_PACKETS_Bits' at line 2025)""",MM-PWT 2,MISRA R 5.1
3743,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_LENGTH_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_LENGTH_ERROR_PACKETS_Bits' at line 2032)""",MM-PWT 2,MISRA R 5.1
3767,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_MULTICAST_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_MULTICAST_PACKETS_GOOD_Bits' at line 2053)""",MM-PWT 2,MISRA R 5.1
3783,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OCTET_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_RX_OCTET_COUNT_GOOD_BAD_Bits' at line 2065)""",MM-PWT 2,MISRA R 5.1
3791,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OUT_OF_RANGE_TYPE_PACKETS' with symbol 'Ifx_GETH_RX_OUT_OF_RANGE_TYPE_PACKETS_Bits' at line 2072)""",MM-PWT 2,MISRA R 5.1
3799,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OVERSIZE_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_OVERSIZE_PACKETS_GOOD_Bits' at line 2079)""",MM-PWT 2,MISRA R 5.1
3807,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_PACKETS_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_RX_PACKETS_COUNT_GOOD_BAD_Bits' at line 2086)""",MM-PWT 2,MISRA R 5.1
3823,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_RECEIVE_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_RECEIVE_ERROR_PACKETS_Bits' at line 2100)""",MM-PWT 2,MISRA R 5.1
3839,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_UNDERSIZE_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_UNDERSIZE_PACKETS_GOOD_Bits' at line 2114)""",MM-PWT 2,MISRA R 5.1
